question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score,logres_pred,bi_lstm_2b_preds,bi_lstm_3e_preds,logres_pred_bigram
How much protein is in egg whites?,Egg white,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In the 1750s, egg whites were believed to prevent swelling, and were used for that purpose. To help soothe areas of skin that were afflicted, egg white mixed with Armenic bole could help restore the fibers. Egg whites are also used in bookbinding during the gilding process, where it is referred to as 'glaire', and to give a book cover shine.",https://en.wikipedia.org/wiki/Egg%20white,"['How', 'much', 'protein', 'is', 'in', 'egg', 'whites', '?']","['In', 'the', '1750s', ',', 'egg', 'whites', 'were', 'believed', 'to', 'prevent', 'swelling', ',', 'and', 'were', 'used', 'for', 'that', 'purpose.', 'To', 'help', 'soothe', 'areas', 'of', 'skin', 'that', 'were', 'afflicted', ',', 'egg', 'white', 'mixed', 'with', 'Armenic', 'bole', 'could', 'help', 'restore', 'the', 'fibers.', 'Egg', 'whites', 'are', 'also', 'used', 'in', 'bookbinding', 'during', 'the', 'gilding', 'process', ',', 'where', 'it', 'is', 'referred', 'to', 'as', ""'glaire"", ""'"", ',', 'and', 'to', 'give', 'a', 'book', 'cover', 'shine', '.']",0,0.5,1,1,0,1
When did the Catholic Church move to Rome?,History of the Catholic Church,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","After the Second World War began in September 1939, the Church condemned the invasion of Poland and subsequent 1940 Nazi invasions.[233] In the Holocaust, Pope Pius XII directed the Church hierarchy to help protect Jews and Gypsies from the Nazis.[234] While Pius XII has been credited with helping to save hundreds of thousands of Jews.[235] the Church has also been falsely accused of encouraging antisemitism[236] Albert Einstein, addressing the Catholic Church's role during the Holocaust, said the following: ""Being a lover of freedom, when the revolution came in Germany, I looked to the universities to defend it, knowing that they had always boasted of their devotion to the cause of truth; but, no, the universities immediately were silenced. Then I looked to the great editors of the newspapers whose flaming editorials in days gone by had proclaimed their love of freedom; but they, like the universities, were silenced in a few short weeks...
""Only the Church stood squarely across the path of Hitler's campaign for suppressing truth. I never had any special interest in the Church before, but now I feel a great affection and admiration because the Church alone has had the courage and persistence to stand for intellectual truth and moral freedom. I am forced thus to confess that what I once despised I now praise unreservedly."" This quote appeared in the 23 December 1940 issue of Time magazine on page 38.[237] Other biased commentators accused Pius of not doing enough to stop Nazi atrocities.[238] Debate over the validity of these criticisms continues to this day.",https://en.wikipedia.org/wiki/History%20of%20the%20Catholic%20Church,"['When', 'did', 'the', 'Catholic', 'Church', 'move', 'to', 'Rome', '?']","['After', 'the', 'Second', 'World', 'War', 'began', 'in', 'September', '1939', ',', 'the', 'Church', 'condemned', 'the', 'invasion', 'of', 'Poland', 'and', 'subsequent', '1940', 'Nazi', 'invasions.', '[', '233', ']', 'In', 'the', 'Holocaust', ',', 'Pope', 'Pius', 'XII', 'directed', 'the', 'Church', 'hierarchy', 'to', 'help', 'protect', 'Jews', 'and', 'Gypsies', 'from', 'the', 'Nazis.', '[', '234', ']', 'While', 'Pius', 'XII', 'has', 'been', 'credited', 'with', 'helping', 'to', 'save', 'hundreds', 'of', 'thousands', 'of', 'Jews.', '[', '235', ']', 'the', 'Church', 'has', 'also', 'been', 'falsely', 'accused', 'of', 'encouraging', 'antisemitism', '[', '236', ']', 'Albert', 'Einstein', ',', 'addressing', 'the', 'Catholic', 'Church', ""'s"", 'role', 'during', 'the', 'Holocaust', ',', 'said', 'the', 'following', ':', '``', 'Being', 'a', 'lover', 'of', 'freedom', ',', 'when', 'the', 'revolution', 'came', 'in', 'Germany', ',', 'I', 'looked', 'to', 'the', 'universities', 'to', 'defend', 'it', ',', 'knowing', 'that', 'they', 'had', 'always', 'boasted', 'of', 'their', 'devotion', 'to', 'the', 'cause', 'of', 'truth', ';', 'but', ',', 'no', ',', 'the', 'universities', 'immediately', 'were', 'silenced.', 'Then', 'I', 'looked', 'to', 'the', 'great', 'editors', 'of', 'the', 'newspapers', 'whose', 'flaming', 'editorials', 'in', 'days', 'gone', 'by', 'had', 'proclaimed', 'their', 'love', 'of', 'freedom', ';', 'but', 'they', ',', 'like', 'the', 'universities', ',', 'were', 'silenced', 'in', 'a', 'few', 'short', 'weeks', '...', ""''"", 'Only', 'the', 'Church', 'stood', 'squarely', 'across', 'the', 'path', 'of', 'Hitler', ""'s"", 'campaign', 'for', 'suppressing', 'truth.', 'I', 'never', 'had', 'any', 'special', 'interest', 'in', 'the', 'Church', 'before', ',', 'but', 'now', 'I', 'feel', 'a', 'great', 'affection', 'and', 'admiration', 'because', 'the', 'Church', 'alone', 'has', 'had', 'the', 'courage', 'and', 'persistence', 'to', 'stand', 'for', 'intellectual', 'truth', 'and', 'moral', 'freedom.', 'I', 'am', 'forced', 'thus', 'to', 'confess', 'that', 'what', 'I', 'once', 'despised', 'I', 'now', 'praise', 'unreservedly.', ""''"", 'This', 'quote', 'appeared', 'in', 'the', '23', 'December', '1940', 'issue', 'of', 'Time', 'magazine', 'on', 'page', '38.', '[', '237', ']', 'Other', 'biased', 'commentators', 'accused', 'Pius', 'of', 'not', 'doing', 'enough', 'to', 'stop', 'Nazi', 'atrocities.', '[', '238', ']', 'Debate', 'over', 'the', 'validity', 'of', 'these', 'criticisms', 'continues', 'to', 'this', 'day', '.']",0,0.4444444444444444,0,1,0,0
How is the flamenco guitar different from a regular guitar?,Flamenco guitar,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Flamenco players tend to play the guitar between the sound hole and the bridge, but as closely as possible to the bridge, to produce a harsher, rasping sound quality. Unlike classical tirando, where the strings are pulled parallel to the soundboard, in flamenco apoyando strings are struck towards the soundboard in such way that the striking finger is caught and supported by the next string, hence the name apoyando (from Spanish apoyar meaning ""to support""). At times, this style of playing causes the vibrating string to gently touch the frets along its length, causing a more percussive sound.",https://en.wikipedia.org/wiki/Flamenco%20guitar,"['How', 'is', 'the', 'flamenco', 'guitar', 'different', 'from', 'a', 'regular', 'guitar', '?']","['Flamenco', 'players', 'tend', 'to', 'play', 'the', 'guitar', 'between', 'the', 'sound', 'hole', 'and', 'the', 'bridge', ',', 'but', 'as', 'closely', 'as', 'possible', 'to', 'the', 'bridge', ',', 'to', 'produce', 'a', 'harsher', ',', 'rasping', 'sound', 'quality.', 'Unlike', 'classical', 'tirando', ',', 'where', 'the', 'strings', 'are', 'pulled', 'parallel', 'to', 'the', 'soundboard', ',', 'in', 'flamenco', 'apoyando', 'strings', 'are', 'struck', 'towards', 'the', 'soundboard', 'in', 'such', 'way', 'that', 'the', 'striking', 'finger', 'is', 'caught', 'and', 'supported', 'by', 'the', 'next', 'string', ',', 'hence', 'the', 'name', 'apoyando', '(', 'from', 'Spanish', 'apoyar', 'meaning', '``', 'to', 'support', ""''"", ')', '.', 'At', 'times', ',', 'this', 'style', 'of', 'playing', 'causes', 'the', 'vibrating', 'string', 'to', 'gently', 'touch', 'the', 'frets', 'along', 'its', 'length', ',', 'causing', 'a', 'more', 'percussive', 'sound', '.']",0,0.6363636363636364,0,1,0,0
When was the Department of Defense Whistleblower Program first established?,Department of Defense Whistleblower Program,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",An Air Force master sergeant reprimanded a subordinate in reprisal for the master sergeant's belief that the subordinate had reported him for having an unprofessional relationship with another airman. Corrective action is pending.,https://en.wikipedia.org/wiki/Department%20of%20Defense%20Whistleblower%20Program,"['When', 'was', 'the', 'Department', 'of', 'Defense', 'Whistleblower', 'Program', 'first', 'established', '?']","['An', 'Air', 'Force', 'master', 'sergeant', 'reprimanded', 'a', 'subordinate', 'in', 'reprisal', 'for', 'the', 'master', 'sergeant', ""'s"", 'belief', 'that', 'the', 'subordinate', 'had', 'reported', 'him', 'for', 'having', 'an', 'unprofessional', 'relationship', 'with', 'another', 'airman.', 'Corrective', 'action', 'is', 'pending', '.']",0,0.09090909090909091,0,1,0,0
When did Ireland get it's independence?,Irish War of Independence,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","On 11 December, the centre of Cork City was burnt out by the Black and Tans, who then shot at firefighters trying to tackle the blaze, in reprisal for an IRA ambush in the city on 11 December 1920 which killed one Auxiliary and wounded eleven.",https://en.wikipedia.org/wiki/Irish%20War%20of%20Independence,"['When', 'did', 'Ireland', 'get', 'it', ""'s"", 'independence', '?']","['On', '11', 'December', ',', 'the', 'centre', 'of', 'Cork', 'City', 'was', 'burnt', 'out', 'by', 'the', 'Black', 'and', 'Tans', ',', 'who', 'then', 'shot', 'at', 'firefighters', 'trying', 'to', 'tackle', 'the', 'blaze', ',', 'in', 'reprisal', 'for', 'an', 'IRA', 'ambush', 'in', 'the', 'city', 'on', '11', 'December', '1920', 'which', 'killed', 'one', 'Auxiliary', 'and', 'wounded', 'eleven', '.']",0,0.0,0,1,0,1
How many atoms are there in the average human being?,Composition of the human body,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The four basic organic elementsQuantity elementsEssential trace elementsDeemed essential trace element by U.S., not by European UnionSuggested function from deprivation effects or active metabolic handling, but no clearly-identified biochemical function in humansLimited circumstantial evidence for trace benefits or biological action in mammalsNo evidence for biological action in mammals, but essential in some lower organisms.
(In the case of lanthanum, the definition of an essential nutrient as being indispensable and irreplaceable is not completely applicable due to the extreme similarity of the lanthanides. Thus Ce, Pr, and Nd may be substituted for La without ill effects for organisms using La, and the smaller Sm, Eu, and Gd may also be similarly substituted but cause slower growth.",https://en.wikipedia.org/wiki/Composition%20of%20the%20human%20body,"['How', 'many', 'atoms', 'are', 'there', 'in', 'the', 'average', 'human', 'being', '?']","['The', 'four', 'basic', 'organic', 'elementsQuantity', 'elementsEssential', 'trace', 'elementsDeemed', 'essential', 'trace', 'element', 'by', 'U.S.', ',', 'not', 'by', 'European', 'UnionSuggested', 'function', 'from', 'deprivation', 'effects', 'or', 'active', 'metabolic', 'handling', ',', 'but', 'no', 'clearly-identified', 'biochemical', 'function', 'in', 'humansLimited', 'circumstantial', 'evidence', 'for', 'trace', 'benefits', 'or', 'biological', 'action', 'in', 'mammalsNo', 'evidence', 'for', 'biological', 'action', 'in', 'mammals', ',', 'but', 'essential', 'in', 'some', 'lower', 'organisms.', '(', 'In', 'the', 'case', 'of', 'lanthanum', ',', 'the', 'definition', 'of', 'an', 'essential', 'nutrient', 'as', 'being', 'indispensable', 'and', 'irreplaceable', 'is', 'not', 'completely', 'applicable', 'due', 'to', 'the', 'extreme', 'similarity', 'of', 'the', 'lanthanides.', 'Thus', 'Ce', ',', 'Pr', ',', 'and', 'Nd', 'may', 'be', 'substituted', 'for', 'La', 'without', 'ill', 'effects', 'for', 'organisms', 'using', 'La', ',', 'and', 'the', 'smaller', 'Sm', ',', 'Eu', ',', 'and', 'Gd', 'may', 'also', 'be', 'similarly', 'substituted', 'but', 'cause', 'slower', 'growth', '.']",0,0.2727272727272727,0,1,0,0
What was the longest dynasty in China's history?,History of China,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Despite the division of the country, Buddhism spread throughout the land. In southern China, fierce debates about whether Buddhism should be allowed were held frequently by the royal court and nobles. By the end of the era, Buddhists and Taoists had become much more tolerant of each other.",https://en.wikipedia.org/wiki/History%20of%20China,"['What', 'was', 'the', 'longest', 'dynasty', 'in', 'China', ""'s"", 'history', '?']","['Despite', 'the', 'division', 'of', 'the', 'country', ',', 'Buddhism', 'spread', 'throughout', 'the', 'land.', 'In', 'southern', 'China', ',', 'fierce', 'debates', 'about', 'whether', 'Buddhism', 'should', 'be', 'allowed', 'were', 'held', 'frequently', 'by', 'the', 'royal', 'court', 'and', 'nobles.', 'By', 'the', 'end', 'of', 'the', 'era', ',', 'Buddhists', 'and', 'Taoists', 'had', 'become', 'much', 'more', 'tolerant', 'of', 'each', 'other', '.']",0,0.2,1,1,0,1
When was The Tale of Genji written?,The Tale of Genji,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The names of the chapters became a central element a sort of incense based game called Genjikō, part of the larger practice of  Monkō popular among the nobility. In Genjikō, players must match the scents of a series of five incense samples without being told the names of said samples. Each possible combination was matched to a symbol, called a genji-mon, that represented a chapter from the story.",https://en.wikipedia.org/wiki/The%20Tale%20of%20Genji,"['When', 'was', 'The', 'Tale', 'of', 'Genji', 'written', '?']","['The', 'names', 'of', 'the', 'chapters', 'became', 'a', 'central', 'element', 'a', 'sort', 'of', 'incense', 'based', 'game', 'called', 'Genjikō', ',', 'part', 'of', 'the', 'larger', 'practice', 'of', 'Monkō', 'popular', 'among', 'the', 'nobility.', 'In', 'Genjikō', ',', 'players', 'must', 'match', 'the', 'scents', 'of', 'a', 'series', 'of', 'five', 'incense', 'samples', 'without', 'being', 'told', 'the', 'names', 'of', 'said', 'samples.', 'Each', 'possible', 'combination', 'was', 'matched', 'to', 'a', 'symbol', ',', 'called', 'a', 'genji-mon', ',', 'that', 'represented', 'a', 'chapter', 'from', 'the', 'story', '.']",0,0.375,0,1,0,0
What protein structure is in egg whites?,Egg white,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Gilbertus. Compendium Medicine Gilberti Anglici Tam Morborum Universalium Quam Particularium Nondum Medicis Sed & Cyrurgicis Utilissimum.  Lugduni: Impressum per Jacobum Sacconum, expensis Vincentii de Portonariis, 1510.
Good Eats, . DVD. Television Food Network, June 13, 2001.",https://en.wikipedia.org/wiki/Egg%20white,"['What', 'protein', 'structure', 'is', 'in', 'egg', 'whites', '?']","['Gilbertus.', 'Compendium', 'Medicine', 'Gilberti', 'Anglici', 'Tam', 'Morborum', 'Universalium', 'Quam', 'Particularium', 'Nondum', 'Medicis', 'Sed', '&', 'Cyrurgicis', 'Utilissimum.', 'Lugduni', ':', 'Impressum', 'per', 'Jacobum', 'Sacconum', ',', 'expensis', 'Vincentii', 'de', 'Portonariis', ',', '1510.', 'Good', 'Eats', ',', '.', 'DVD.', 'Television', 'Food', 'Network', ',', 'June', '13', ',', '2001', '.']",0,0.0,1,1,1,1
"Who wrote the song ""Let there be Peace on Earth""?",Let There Be Peace on Earth (song),english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","It is the final song during the holidays each year during the ""IllumiNations: Reflections of Earth"" firework show at Epcot at the Walt Disney World Resort in Florida. It previously featured narration by Walter Cronkite and the vocal talents of Sandi Patti and Harlem Boys Choir.",https://en.wikipedia.org/wiki/Let%20There%20Be%20Peace%20on%20Earth%20%28song%29,"['Who', 'wrote', 'the', 'song', '``', 'Let', 'there', 'be', 'Peace', 'on', 'Earth', ""''"", '?']","['It', 'is', 'the', 'final', 'song', 'during', 'the', 'holidays', 'each', 'year', 'during', 'the', '``', 'IllumiNations', ':', 'Reflections', 'of', 'Earth', ""''"", 'firework', 'show', 'at', 'Epcot', 'at', 'the', 'Walt', 'Disney', 'World', 'Resort', 'in', 'Florida.', 'It', 'previously', 'featured', 'narration', 'by', 'Walter', 'Cronkite', 'and', 'the', 'vocal', 'talents', 'of', 'Sandi', 'Patti', 'and', 'Harlem', 'Boys', 'Choir', '.']",0,0.38461538461538464,1,1,0,0
Who discovered the NEDD9 gene?,NEDD9,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","TGF-beta is a regulator of tissue remodeling and epithelial-mesenchymal transition (EMT) in development, and promotes metastasis in cancer.  A number of studies have identified NEDD9 as a downstream effector in the TGF-beta signaling pathway, essential for promoting EMT.[17][51][71][72][73] In MCF-7 cells, NEDD9 negatively regulates expression of the epithelial protein E-cadherin, preventing association of E-cadherin with cell membrane and activating SRC-kinase.[74] Activated SRC provides internalization and lysosomal degradation of E-cadherin.[74] Consistent with these findings is a study demonstrating downregulation of epithelial markers (E-cadherin, occludin, β-catenin) and concurrent upregulation of mesenchymal markers (N-cadherin, vimentin, fibronectin) in response to NEDD9 overexpression in MCF-10 cells.",https://en.wikipedia.org/wiki/NEDD9,"['Who', 'discovered', 'the', 'NEDD9', 'gene', '?']","['TGF-beta', 'is', 'a', 'regulator', 'of', 'tissue', 'remodeling', 'and', 'epithelial-mesenchymal', 'transition', '(', 'EMT', ')', 'in', 'development', ',', 'and', 'promotes', 'metastasis', 'in', 'cancer.', 'A', 'number', 'of', 'studies', 'have', 'identified', 'NEDD9', 'as', 'a', 'downstream', 'effector', 'in', 'the', 'TGF-beta', 'signaling', 'pathway', ',', 'essential', 'for', 'promoting', 'EMT.', '[', '17', ']', '[', '51', ']', '[', '71', ']', '[', '72', ']', '[', '73', ']', 'In', 'MCF-7', 'cells', ',', 'NEDD9', 'negatively', 'regulates', 'expression', 'of', 'the', 'epithelial', 'protein', 'E-cadherin', ',', 'preventing', 'association', 'of', 'E-cadherin', 'with', 'cell', 'membrane', 'and', 'activating', 'SRC-kinase.', '[', '74', ']', 'Activated', 'SRC', 'provides', 'internalization', 'and', 'lysosomal', 'degradation', 'of', 'E-cadherin.', '[', '74', ']', 'Consistent', 'with', 'these', 'findings', 'is', 'a', 'study', 'demonstrating', 'downregulation', 'of', 'epithelial', 'markers', '(', 'E-cadherin', ',', 'occludin', ',', 'β-catenin', ')', 'and', 'concurrent', 'upregulation', 'of', 'mesenchymal', 'markers', '(', 'N-cadherin', ',', 'vimentin', ',', 'fibronectin', ')', 'in', 'response', 'to', 'NEDD9', 'overexpression', 'in', 'MCF-10', 'cells', '.']",0,0.3333333333333333,0,1,0,0
How many volumes were in the first publication of the Encyclopedia Britannica?,Encyclopædia Britannica,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Past owners have included, in chronological order, the Edinburgh, Scotland printers Colin Macfarquhar and Andrew Bell, Scottish bookseller Archibald Constable, Scottish publisher A & C Black, Horace Everett Hooper, Sears Roebuck and William Benton.",https://en.wikipedia.org/wiki/Encyclop%C3%A6dia%20Britannica,"['How', 'many', 'volumes', 'were', 'in', 'the', 'first', 'publication', 'of', 'the', 'Encyclopedia', 'Britannica', '?']","['Past', 'owners', 'have', 'included', ',', 'in', 'chronological', 'order', ',', 'the', 'Edinburgh', ',', 'Scotland', 'printers', 'Colin', 'Macfarquhar', 'and', 'Andrew', 'Bell', ',', 'Scottish', 'bookseller', 'Archibald', 'Constable', ',', 'Scottish', 'publisher', 'A', '&', 'C', 'Black', ',', 'Horace', 'Everett', 'Hooper', ',', 'Sears', 'Roebuck', 'and', 'William', 'Benton', '.']",0,0.23076923076923078,0,1,0,0
Where is the Animikie Group located?,Animikie Group,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The Marquette Range Supergroup also overlies an Archean basement.[36] Originally termed the Animikie Series, it was proposed to be renamed in 1970 to avoid confusion with the Animikie Group in Ontario and Minnesota.[38] On the map it is the dark grey area south of Lake Superior with four iron ranges shown. This supergroup consists of the Chocolay, Menominee, Baraga and Paint River groups,[35] in descending order of age. The Chocolay Group – up to 160m (520ft) thick[39] – is a shallow-marine layer which was deposited on the Archean basement;[19] deposition in the Chocolay Group began 2,207 ± 5 million years ago and ended 2,115 ± 5 million years ago.[40] The Menominee Group is a foredeep deposit whose layers were deposited in second-order basins created by oblique subduction of the continental margin, rather than in basins formed on a rifting margin.[19] The upper Baraga Group represents deeper marine basins resulting from increased subsidence and continued collision.[19] Deposition continued until  million years ago[5]:4 when the Penokean orogeny began.",https://en.wikipedia.org/wiki/Animikie%20Group,"['Where', 'is', 'the', 'Animikie', 'Group', 'located', '?']","['The', 'Marquette', 'Range', 'Supergroup', 'also', 'overlies', 'an', 'Archean', 'basement.', '[', '36', ']', 'Originally', 'termed', 'the', 'Animikie', 'Series', ',', 'it', 'was', 'proposed', 'to', 'be', 'renamed', 'in', '1970', 'to', 'avoid', 'confusion', 'with', 'the', 'Animikie', 'Group', 'in', 'Ontario', 'and', 'Minnesota.', '[', '38', ']', 'On', 'the', 'map', 'it', 'is', 'the', 'dark', 'grey', 'area', 'south', 'of', 'Lake', 'Superior', 'with', 'four', 'iron', 'ranges', 'shown.', 'This', 'supergroup', 'consists', 'of', 'the', 'Chocolay', ',', 'Menominee', ',', 'Baraga', 'and', 'Paint', 'River', 'groups', ',', '[', '35', ']', 'in', 'descending', 'order', 'of', 'age.', 'The', 'Chocolay', 'Group', '–', 'up', 'to', '160m', '(', '520ft', ')', 'thick', '[', '39', ']', '–', 'is', 'a', 'shallow-marine', 'layer', 'which', 'was', 'deposited', 'on', 'the', 'Archean', 'basement', ';', '[', '19', ']', 'deposition', 'in', 'the', 'Chocolay', 'Group', 'began', '2,207', '±', '5', 'million', 'years', 'ago', 'and', 'ended', '2,115', '±', '5', 'million', 'years', 'ago.', '[', '40', ']', 'The', 'Menominee', 'Group', 'is', 'a', 'foredeep', 'deposit', 'whose', 'layers', 'were', 'deposited', 'in', 'second-order', 'basins', 'created', 'by', 'oblique', 'subduction', 'of', 'the', 'continental', 'margin', ',', 'rather', 'than', 'in', 'basins', 'formed', 'on', 'a', 'rifting', 'margin.', '[', '19', ']', 'The', 'upper', 'Baraga', 'Group', 'represents', 'deeper', 'marine', 'basins', 'resulting', 'from', 'increased', 'subsidence', 'and', 'continued', 'collision.', '[', '19', ']', 'Deposition', 'continued', 'until', 'million', 'years', 'ago', '[', '5', ']', ':4', 'when', 'the', 'Penokean', 'orogeny', 'began', '.']",0,0.5714285714285714,1,0,0,0
How large is the area of the Animikie Group?,Animikie Group,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The Huronian Supergroup on the north shore of Lake Huron in Ontario[35] overlies an Archean basement.[36] On the map it is the formation north of both Lake Huron and the Grenville Front Tectonic Zone. Huronian sedimentary rocks form a 300km (190mi) east–west fold belt and reach a thickness of 12km (7.5mi) near Lake Huron.[37]:266 Deposition of sediments began 2,450 to 2,219 million years ago and continued until 1,850 to 1,800 million years ago when the rocks were deformed and metamorphosed during the Penokean orogeny.[37]:264–6 The supergroup's sedimentary layers are divided into lower and upper sequences.[37]:265 The lower sequence is subdivided into the Elliot Lake, Hough Lake and Quirke Lake groups; the upper sequence is the Cobalt Group.[37]:265 The lower sequences were deposited in a continental rift basin and the upper sequence was deposited in a stable passive margin.",https://en.wikipedia.org/wiki/Animikie%20Group,"['How', 'large', 'is', 'the', 'area', 'of', 'the', 'Animikie', 'Group', '?']","['The', 'Huronian', 'Supergroup', 'on', 'the', 'north', 'shore', 'of', 'Lake', 'Huron', 'in', 'Ontario', '[', '35', ']', 'overlies', 'an', 'Archean', 'basement.', '[', '36', ']', 'On', 'the', 'map', 'it', 'is', 'the', 'formation', 'north', 'of', 'both', 'Lake', 'Huron', 'and', 'the', 'Grenville', 'Front', 'Tectonic', 'Zone.', 'Huronian', 'sedimentary', 'rocks', 'form', 'a', '300km', '(', '190mi', ')', 'east–west', 'fold', 'belt', 'and', 'reach', 'a', 'thickness', 'of', '12km', '(', '7.5mi', ')', 'near', 'Lake', 'Huron.', '[', '37', ']', ':266', 'Deposition', 'of', 'sediments', 'began', '2,450', 'to', '2,219', 'million', 'years', 'ago', 'and', 'continued', 'until', '1,850', 'to', '1,800', 'million', 'years', 'ago', 'when', 'the', 'rocks', 'were', 'deformed', 'and', 'metamorphosed', 'during', 'the', 'Penokean', 'orogeny.', '[', '37', ']', ':264–6', 'The', 'supergroup', ""'s"", 'sedimentary', 'layers', 'are', 'divided', 'into', 'lower', 'and', 'upper', 'sequences.', '[', '37', ']', ':265', 'The', 'lower', 'sequence', 'is', 'subdivided', 'into', 'the', 'Elliot', 'Lake', ',', 'Hough', 'Lake', 'and', 'Quirke', 'Lake', 'groups', ';', 'the', 'upper', 'sequence', 'is', 'the', 'Cobalt', 'Group.', '[', '37', ']', ':265', 'The', 'lower', 'sequences', 'were', 'deposited', 'in', 'a', 'continental', 'rift', 'basin', 'and', 'the', 'upper', 'sequence', 'was', 'deposited', 'in', 'a', 'stable', 'passive', 'margin', '.']",0,0.4,0,1,0,0
Where did the Cyrillic alphabet originate?,Cyrillic script,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In Bulgarian, Macedonian, Russian, and Serbian, the Cyrillic alphabet is also known as azbuka, derived from the old names of the first two letters of most Cyrillic alphabets (just as the term alphabet came from the first two Greek letters alpha and beta).",https://en.wikipedia.org/wiki/Cyrillic%20script,"['Where', 'did', 'the', 'Cyrillic', 'alphabet', 'originate', '?']","['In', 'Bulgarian', ',', 'Macedonian', ',', 'Russian', ',', 'and', 'Serbian', ',', 'the', 'Cyrillic', 'alphabet', 'is', 'also', 'known', 'as', 'azbuka', ',', 'derived', 'from', 'the', 'old', 'names', 'of', 'the', 'first', 'two', 'letters', 'of', 'most', 'Cyrillic', 'alphabets', '(', 'just', 'as', 'the', 'term', 'alphabet', 'came', 'from', 'the', 'first', 'two', 'Greek', 'letters', 'alpha', 'and', 'beta', ')', '.']",0,0.42857142857142855,1,0,1,1
When was the circuit breaker first developed?,Circuit breaker,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Medium-voltage circuit breakers rated between 1 and 72 kV may be assembled into metal-enclosed switchgear line ups for indoor use, or may be individual components installed outdoors in a substation. Air-break circuit breakers replaced oil-filled units for indoor applications, but are now themselves being replaced by vacuum circuit breakers (up to about 40.5 kV). Like the high voltage circuit breakers described below, these are also operated by current sensing protective relays operated through current transformers. The characteristics of MV breakers are given by international standards such as IEC 62271. Medium-voltage circuit breakers nearly always use separate current sensors and protective relays, instead of relying on built-in thermal or magnetic overcurrent sensors.",https://en.wikipedia.org/wiki/Circuit%20breaker,"['When', 'was', 'the', 'circuit', 'breaker', 'first', 'developed', '?']","['Medium-voltage', 'circuit', 'breakers', 'rated', 'between', '1', 'and', '72', 'kV', 'may', 'be', 'assembled', 'into', 'metal-enclosed', 'switchgear', 'line', 'ups', 'for', 'indoor', 'use', ',', 'or', 'may', 'be', 'individual', 'components', 'installed', 'outdoors', 'in', 'a', 'substation.', 'Air-break', 'circuit', 'breakers', 'replaced', 'oil-filled', 'units', 'for', 'indoor', 'applications', ',', 'but', 'are', 'now', 'themselves', 'being', 'replaced', 'by', 'vacuum', 'circuit', 'breakers', '(', 'up', 'to', 'about', '40.5', 'kV', ')', '.', 'Like', 'the', 'high', 'voltage', 'circuit', 'breakers', 'described', 'below', ',', 'these', 'are', 'also', 'operated', 'by', 'current', 'sensing', 'protective', 'relays', 'operated', 'through', 'current', 'transformers.', 'The', 'characteristics', 'of', 'MV', 'breakers', 'are', 'given', 'by', 'international', 'standards', 'such', 'as', 'IEC', '62271.', 'Medium-voltage', 'circuit', 'breakers', 'nearly', 'always', 'use', 'separate', 'current', 'sensors', 'and', 'protective', 'relays', ',', 'instead', 'of', 'relying', 'on', 'built-in', 'thermal', 'or', 'magnetic', 'overcurrent', 'sensors', '.']",0,0.25,1,1,0,0
How many seasons did Everwood have?,List of Everwood episodes,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","List of  on IMDb
List of  at TV.",https://en.wikipedia.org/wiki/List%20of%20Everwood%20episodes,"['How', 'many', 'seasons', 'did', 'Everwood', 'have', '?']","['List', 'of', 'on', 'IMDb', 'List', 'of', 'at', 'TV', '.']",0,0.0,0,1,1,0
